timestamp,dpid,port_no,rx_packets,tx_packets,rx_bytes,tx_bytes,rx_errors,tx_errors,rx_dropped,tx_dropped
2026-04-20 17:09:26,0000000000000002,2,25,36,1570,3882,0,0,0,0
2026-04-20 17:09:26,0000000000000002,3,27,36,1746,3882,0,0,0,0
2026-04-20 17:09:26,0000000000000002,4294967294,0,0,0,0,0,0,0,0
2026-04-20 17:09:36,0000000000000002,1,32,31,3545,3475,0,0,0,0
2026-04-20 17:09:36,0000000000000002,2,25,36,1570,3882,0,0,0,0
2026-04-20 17:09:36,0000000000000002,3,27,36,1746,3882,0,0,0,0
2026-04-20 17:09:36,0000000000000002,4294967294,0,0,0,0,0,0,0,0
2026-04-20 17:09:46,0000000000000002,1,32,31,3545,3475,0,0,0,0
2026-04-20 17:09:46,0000000000000002,2,25,36,1570,3882,0,0,0,0
2026-04-20 17:09:46,0000000000000002,3,27,36,1746,3882,0,0,0,0
2026-04-20 17:09:46,0000000000000002,4294967294,0,0,0,0,0,0,0,0
2026-04-20 17:09:56,0000000000000002,1,32,31,3545,3475,0,0,0,0
2026-04-20 17:09:56,0000000000000002,2,25,36,1570,3882,0,0,0,0
2026-04-20 17:09:56,0000000000000002,3,27,36,1746,3882,0,0,0,0
2026-04-20 17:09:56,0000000000000002,4294967294,0,0,0,0,0,0,0,0
2026-04-20 17:10:06,0000000000000002,1,32,31,3545,3475,0,0,0,0
2026-04-20 17:10:06,0000000000000002,2,25,36,1570,3882,0,0,0,0
2026-04-20 17:10:06,0000000000000002,3,27,36,1746,3882,0,0,0,0
2026-04-20 17:10:06,0000000000000002,4294967294,0,0,0,0,0,0,0,0
2026-04-20 17:10:16,0000000000000002,1,32,31,3545,3475,0,0,0,0
2026-04-20 17:10:16,0000000000000002,2,25,36,1570,3882,0,0,0,0
2026-04-20 17:10:16,0000000000000002,3,27,36,1746,3882,0,0,0,0
2026-04-20 17:10:16,0000000000000002,4294967294,0,0,0,0,0,0,0,0
2026-04-20 17:10:26,0000000000000002,1,32,31,3545,3475,0,0,0,0
2026-04-20 17:10:26,0000000000000002,2,25,36,1570,3882,0,0,0,0
2026-04-20 17:10:26,0000000000000002,3,27,36,1746,3882,0,0,0,0
2026-04-20 17:10:26,0000000000000002,4294967294,0,0,0,0,0,0,0,0
2026-04-20 17:10:36,0000000000000002,1,33,31,3615,3475,0,0,0,0
2026-04-20 17:10:36,0000000000000002,2,25,37,1570,3952,0,0,0,0
2026-04-20 17:10:36,0000000000000002,3,27,37,1746,3952,0,0,0,0
2026-04-20 17:10:36,0000000000000002,4294967294,0,0,0,0,0,0,0,0
2026-04-20 17:10:46,0000000000000002,1,34,31,3685,3475,0,0,0,0
2026-04-20 17:10:46,0000000000000002,2,25,38,1570,4022,0,0,0,0
2026-04-20 17:10:46,0000000000000002,3,27,38,1746,4022,0,0,0,0
2026-04-20 17:10:46,0000000000000002,4294967294,0,0,0,0,0,0,0,0
2026-04-20 17:10:56,0000000000000002,1,35,31,3755,3475,0,0,0,0
2026-04-20 17:10:56,0000000000000002,2,25,39,1570,4092,0,0,0,0
2026-04-20 17:10:56,0000000000000002,3,27,39,1746,4092,0,0,0,0
2026-04-20 17:10:56,0000000000000002,4294967294,0,0,0,0,0,0,0,0
2026-04-20 17:11:06,0000000000000002,1,35,31,3755,3475,0,0,0,0
2026-04-20 17:11:06,0000000000000002,2,25,40,1570,4162,0,0,0,0
2026-04-20 17:11:06,0000000000000002,3,27,40,1746,4162,0,0,0,0
2026-04-20 17:11:06,0000000000000002,4294967294,0,0,0,0,0,0,0,0
2026-04-20 17:11:16,0000000000000002,1,35,31,3755,3475,0,0,0,0
2026-04-20 17:11:16,0000000000000002,2,25,40,1570,4162,0,0,0,0
2026-04-20 17:11:16,0000000000000002,3,27,40,1746,4162,0,0,0,0
2026-04-20 17:11:16,0000000000000002,4294967294,0,0,0,0,0,0,0,0
2026-04-20 17:11:26,0000000000000002,1,37,32,3932,3582,0,0,0,0
2026-04-20 17:11:26,0000000000000002,2,25,43,1570,4446,0,0,0,0
2026-04-20 17:11:26,0000000000000002,3,27,43,1746,4446,0,0,0,0
2026-04-20 17:11:26,0000000000000002,4294967294,0,0,0,0,0,0,0,0
2026-04-20 17:11:36,0000000000000002,1,37,32,3932,3582,0,0,0,0
2026-04-20 17:11:36,0000000000000002,2,25,43,1570,4446,0,0,0,0
2026-04-20 17:11:36,0000000000000002,3,27,43,1746,4446,0,0,0,0
2026-04-20 17:11:36,0000000000000002,4294967294,0,0,0,0,0,0,0,0
2026-04-20 17:11:46,0000000000000002,1,37,32,3932,3582,0,0,0,0
2026-04-20 17:11:46,0000000000000002,2,25,43,1570,4446,0,0,0,0
2026-04-20 17:11:46,0000000000000002,3,27,43,1746,4446,0,0,0,0
2026-04-20 17:11:46,0000000000000002,4294967294,0,0,0,0,0,0,0,0
2026-04-20 17:11:56,0000000000000002,1,37,32,3932,3582,0,0,0,0
2026-04-20 17:11:56,0000000000000002,2,25,43,1570,4446,0,0,0,0
2026-04-20 17:11:56,0000000000000002,3,27,43,1746,4446,0,0,0,0
2026-04-20 17:11:56,0000000000000002,4294967294,0,0,0,0,0,0,0,0
2026-04-20 17:12:06,0000000000000002,1,37,33,3932,3652,0,0,0,0
2026-04-20 17:12:06,0000000000000002,2,26,43,1640,4446,0,0,0,0
2026-04-20 17:12:06,0000000000000002,3,27,44,1746,4516,0,0,0,0
2026-04-20 17:12:06,0000000000000002,4294967294,0,0,0,0,0,0,0,0
2026-04-20 17:12:16,0000000000000002,1,37,33,3932,3652,0,0,0,0
2026-04-20 17:12:16,0000000000000002,2,26,43,1640,4446,0,0,0,0
2026-04-20 17:12:16,0000000000000002,3,27,44,1746,4516,0,0,0,0
2026-04-20 17:12:16,0000000000000002,4294967294,0,0,0,0,0,0,0,0
2026-04-20 17:12:26,0000000000000002,1,37,33,3932,3652,0,0,0,0
2026-04-20 17:12:26,0000000000000002,2,26,43,1640,4446,0,0,0,0
2026-04-20 17:12:26,0000000000000002,3,27,44,1746,4516,0,0,0,0
2026-04-20 17:12:26,0000000000000002,4294967294,0,0,0,0,0,0,0,0
2026-04-20 17:12:36,0000000000000002,1,37,35,3932,3792,0,0,0,0
2026-04-20 17:12:36,0000000000000002,2,26,44,1640,4516,0,0,0,0
2026-04-20 17:12:36,0000000000000002,3,28,44,1816,4516,0,0,0,0
2026-04-20 17:12:36,0000000000000002,4294967294,0,0,0,0,0,0,0,0
2026-04-20 17:12:46,0000000000000002,1,37,35,3932,3792,0,0,0,0
2026-04-20 17:12:46,0000000000000002,2,26,44,1640,4516,0,0,0,0
2026-04-20 17:12:46,0000000000000002,3,28,44,1816,4516,0,0,0,0
2026-04-20 17:12:46,0000000000000002,4294967294,0,0,0,0,0,0,0,0
2026-04-20 17:12:57,0000000000000002,1,37,35,3932,3792,0,0,0,0
2026-04-20 17:12:57,0000000000000002,2,26,44,1640,4516,0,0,0,0
2026-04-20 17:12:57,0000000000000002,3,28,44,1816,4516,0,0,0,0
