timestamp,dpid,port_no,rx_packets,tx_packets,rx_bytes,tx_bytes,rx_errors,tx_errors,rx_dropped,tx_dropped
2026-04-20 16:46:03,0000000000000001,1,38,28,2180,3268,0,0,0,0
2026-04-20 16:46:03,0000000000000001,2,38,29,2180,3338,0,0,0,0
2026-04-20 16:46:03,0000000000000001,3,38,27,2180,3178,0,0,0,0
2026-04-20 16:46:03,0000000000000001,4,27,27,3158,3158,0,0,0,0
2026-04-20 16:46:03,0000000000000001,4294967294,0,0,0,0,0,0,0,0
2026-04-20 16:46:13,0000000000000001,1,38,28,2180,3268,0,0,0,0
2026-04-20 16:46:13,0000000000000001,2,38,30,2180,3408,0,0,0,0
2026-04-20 16:46:13,0000000000000001,3,38,27,2180,3178,0,0,0,0
2026-04-20 16:46:13,0000000000000001,4,27,27,3158,3158,0,0,0,0
2026-04-20 16:46:13,0000000000000001,4294967294,0,0,0,0,0,0,0,0
2026-04-20 16:46:23,0000000000000001,1,39,30,2250,3408,0,0,0,0
2026-04-20 16:46:23,0000000000000001,2,39,32,2250,3548,0,0,0,0
2026-04-20 16:46:23,0000000000000001,3,38,31,2180,3458,0,0,0,0
2026-04-20 16:46:23,0000000000000001,4,28,30,3228,3368,0,0,0,0
2026-04-20 16:46:23,0000000000000001,4294967294,0,0,0,0,0,0,0,0
2026-04-20 16:46:33,0000000000000001,1,55,55,3370,5064,0,0,0,0
2026-04-20 16:46:33,0000000000000001,2,55,57,3370,5204,0,0,0,0
2026-04-20 16:46:33,0000000000000001,3,54,56,3300,5114,0,0,0,0
2026-04-20 16:46:33,0000000000000001,4,55,58,5127,5281,0,0,0,0
2026-04-20 16:46:33,0000000000000001,4294967294,0,0,0,0,0,0,0,0
2026-04-20 16:46:43,0000000000000001,1,55,55,3370,5064,0,0,0,0
2026-04-20 16:46:43,0000000000000001,2,55,57,3370,5204,0,0,0,0
2026-04-20 16:46:43,0000000000000001,3,54,56,3300,5114,0,0,0,0
2026-04-20 16:46:43,0000000000000001,4,55,58,5127,5281,0,0,0,0
2026-04-20 16:46:43,0000000000000001,4294967294,0,0,0,0,0,0,0,0
2026-04-20 16:46:53,0000000000000001,1,55,57,3370,5204,0,0,0,0
2026-04-20 16:46:53,0000000000000001,2,55,58,3370,5274,0,0,0,0
2026-04-20 16:46:53,0000000000000001,3,54,57,3300,5184,0,0,0,0
2026-04-20 16:46:53,0000000000000001,4,56,58,5197,5281,0,0,0,0
2026-04-20 16:46:53,0000000000000001,4294967294,0,0,0,0,0,0,0,0
2026-04-20 16:47:03,0000000000000001,1,55,57,3370,5204,0,0,0,0
2026-04-20 16:47:03,0000000000000001,2,55,58,3370,5274,0,0,0,0
2026-04-20 16:47:03,0000000000000001,3,54,57,3300,5184,0,0,0,0
2026-04-20 16:47:03,0000000000000001,4,56,58,5197,5281,0,0,0,0
2026-04-20 16:47:03,0000000000000001,4294967294,0,0,0,0,0,0,0,0
2026-04-20 16:47:13,0000000000000001,1,55,58,3370,5274,0,0,0,0
2026-04-20 16:47:13,0000000000000001,2,55,59,3370,5344,0,0,0,0
2026-04-20 16:47:13,0000000000000001,3,55,57,3370,5184,0,0,0,0
2026-04-20 16:47:13,0000000000000001,4,56,59,5197,5351,0,0,0,0
2026-04-20 16:47:13,0000000000000001,4294967294,0,0,0,0,0,0,0,0
2026-04-20 16:47:23,0000000000000001,1,55,58,3370,5274,0,0,0,0
2026-04-20 16:47:23,0000000000000001,2,55,59,3370,5344,0,0,0,0
2026-04-20 16:47:23,0000000000000001,3,55,57,3370,5184,0,0,0,0
2026-04-20 16:47:23,0000000000000001,4,56,59,5197,5351,0,0,0,0
2026-04-20 16:47:23,0000000000000001,4294967294,0,0,0,0,0,0,0,0
2026-04-20 16:47:33,0000000000000001,1,55,58,3370,5274,0,0,0,0
2026-04-20 16:47:33,0000000000000001,2,55,59,3370,5344,0,0,0,0
2026-04-20 16:47:33,0000000000000001,3,55,57,3370,5184,0,0,0,0
2026-04-20 16:47:33,0000000000000001,4,56,59,5197,5351,0,0,0,0
2026-04-20 16:47:33,0000000000000001,4294967294,0,0,0,0,0,0,0,0
2026-04-20 16:47:43,0000000000000001,1,55,58,3370,5274,0,0,0,0
2026-04-20 16:47:43,0000000000000001,2,55,59,3370,5344,0,0,0,0
2026-04-20 16:47:43,0000000000000001,3,55,57,3370,5184,0,0,0,0
2026-04-20 16:47:43,0000000000000001,4,56,59,5197,5351,0,0,0,0
2026-04-20 16:47:43,0000000000000001,4294967294,0,0,0,0,0,0,0,0
2026-04-20 16:47:53,0000000000000001,1,55,58,3370,5274,0,0,0,0
2026-04-20 16:47:53,0000000000000001,2,55,59,3370,5344,0,0,0,0
2026-04-20 16:47:53,0000000000000001,3,55,57,3370,5184,0,0,0,0
2026-04-20 16:47:53,0000000000000001,4,56,59,5197,5351,0,0,0,0
2026-04-20 16:47:53,0000000000000001,4294967294,0,0,0,0,0,0,0,0
2026-04-20 16:48:03,0000000000000001,1,55,58,3370,5274,0,0,0,0
2026-04-20 16:48:03,0000000000000001,2,55,59,3370,5344,0,0,0,0
2026-04-20 16:48:03,0000000000000001,3,55,57,3370,5184,0,0,0,0
2026-04-20 16:48:03,0000000000000001,4,56,59,5197,5351,0,0,0,0
2026-04-20 16:48:03,0000000000000001,4294967294,0,0,0,0,0,0,0,0
2026-04-20 16:48:13,0000000000000001,1,55,58,3370,5274,0,0,0,0
2026-04-20 16:48:13,0000000000000001,2,55,59,3370,5344,0,0,0,0
2026-04-20 16:48:13,0000000000000001,3,55,57,3370,5184,0,0,0,0
2026-04-20 16:48:13,0000000000000001,4,56,59,5197,5351,0,0,0,0
2026-04-20 16:48:13,0000000000000001,4294967294,0,0,0,0,0,0,0,0
2026-04-20 16:48:23,0000000000000001,1,55,58,3370,5274,0,0,0,0
2026-04-20 16:48:23,0000000000000001,2,55,59,3370,5344,0,0,0,0
2026-04-20 16:48:23,0000000000000001,3,55,57,3370,5184,0,0,0,0
2026-04-20 16:48:23,0000000000000001,4,56,59,5197,5351,0,0,0,0
2026-04-20 16:48:23,0000000000000001,4294967294,0,0,0,0,0,0,0,0
2026-04-20 16:48:33,0000000000000001,1,55,58,3370,5274,0,0,0,0
2026-04-20 16:48:33,0000000000000001,2,55,59,3370,5344,0,0,0,0
2026-04-20 16:48:33,0000000000000001,3,55,57,3370,5184,0,0,0,0
2026-04-20 16:48:33,0000000000000001,4,56,59,5197,5351,0,0,0,0
2026-04-20 16:48:33,0000000000000001,4294967294,0,0,0,0,0,0,0,0
2026-04-20 16:48:43,0000000000000001,1,55,58,3370,5274,0,0,0,0
2026-04-20 16:48:43,0000000000000001,2,55,59,3370,5344,0,0,0,0
2026-04-20 16:48:43,0000000000000001,3,55,57,3370,5184,0,0,0,0
2026-04-20 16:48:43,0000000000000001,4,56,59,5197,5351,0,0,0,0
2026-04-20 16:48:43,0000000000000001,4294967294,0,0,0,0,0,0,0,0
2026-04-20 16:48:53,0000000000000001,1,55,58,3370,5274,0,0,0,0
2026-04-20 16:48:53,0000000000000001,2,55,59,3370,5344,0,0,0,0
2026-04-20 16:48:53,0000000000000001,3,55,57,3370,5184,0,0,0,0
2026-04-20 16:48:53,0000000000000001,4,56,59,5197,5351,0,0,0,0
2026-04-20 16:48:53,0000000000000001,4294967294,0,0,0,0,0,0,0,0
2026-04-20 16:49:03,0000000000000001,1,55,58,3370,5274,0,0,0,0
2026-04-20 16:49:03,0000000000000001,2,55,59,3370,5344,0,0,0,0
2026-04-20 16:49:03,0000000000000001,3,55,57,3370,5184,0,0,0,0
2026-04-20 16:49:03,0000000000000001,4,56,59,5197,5351,0,0,0,0
2026-04-20 16:49:03,0000000000000001,4294967294,0,0,0,0,0,0,0,0
2026-04-20 16:49:13,0000000000000001,1,55,58,3370,5274,0,0,0,0
2026-04-20 16:49:13,0000000000000001,2,55,59,3370,5344,0,0,0,0
2026-04-20 16:49:13,0000000000000001,3,55,57,3370,5184,0,0,0,0
2026-04-20 16:49:13,0000000000000001,4,56,59,5197,5351,0,0,0,0
2026-04-20 16:49:13,0000000000000001,4294967294,0,0,0,0,0,0,0,0
2026-04-20 16:49:23,0000000000000001,1,55,58,3370,5274,0,0,0,0
2026-04-20 16:49:23,0000000000000001,2,55,59,3370,5344,0,0,0,0
2026-04-20 16:49:23,0000000000000001,3,55,57,3370,5184,0,0,0,0
2026-04-20 16:49:23,0000000000000001,4,56,59,5197,5351,0,0,0,0
2026-04-20 16:49:23,0000000000000001,4294967294,0,0,0,0,0,0,0,0
