timestamp,dpid,priority,in_port,eth_src,eth_dst,packet_count,byte_count,duration_sec
2026-04-20 16:46:03,0000000000000001,0,ANY,ANY,ANY,0,0,9
2026-04-20 16:46:13,0000000000000001,0,ANY,ANY,ANY,0,0,19
2026-04-20 16:46:23,0000000000000001,0,ANY,ANY,ANY,3,210,29
2026-04-20 16:47:03,0000000000000001,0,ANY,ANY,ANY,34,2137,69
2026-04-20 16:47:13,0000000000000001,0,ANY,ANY,ANY,35,2207,79
2026-04-20 16:47:23,0000000000000001,0,ANY,ANY,ANY,35,2207,89
2026-04-20 16:47:33,0000000000000001,0,ANY,ANY,ANY,35,2207,99
2026-04-20 16:47:43,0000000000000001,0,ANY,ANY,ANY,35,2207,109
2026-04-20 16:47:53,0000000000000001,0,ANY,ANY,ANY,35,2207,119
2026-04-20 16:48:03,0000000000000001,0,ANY,ANY,ANY,35,2207,129
2026-04-20 16:48:13,0000000000000001,0,ANY,ANY,ANY,35,2207,139
2026-04-20 16:48:23,0000000000000001,0,ANY,ANY,ANY,35,2207,149
2026-04-20 16:48:33,0000000000000001,0,ANY,ANY,ANY,35,2207,159
2026-04-20 16:48:43,0000000000000001,0,ANY,ANY,ANY,35,2207,169
2026-04-20 16:48:53,0000000000000001,0,ANY,ANY,ANY,35,2207,179
2026-04-20 16:49:03,0000000000000001,0,ANY,ANY,ANY,35,2207,189
2026-04-20 16:49:13,0000000000000001,0,ANY,ANY,ANY,35,2207,199
2026-04-20 16:49:23,0000000000000001,0,ANY,ANY,ANY,35,2207,209
2026-04-20 16:49:33,0000000000000001,0,ANY,ANY,ANY,35,2207,219
2026-04-20 16:49:43,0000000000000001,0,ANY,ANY,ANY,35,2207,229
2026-04-20 16:49:53,0000000000000001,0,ANY,ANY,ANY,35,2207,239
2026-04-20 16:50:03,0000000000000001,0,ANY,ANY,ANY,35,2207,249
2026-04-20 16:50:13,0000000000000001,0,ANY,ANY,ANY,35,2207,259
2026-04-20 16:52:09,0000000000000001,0,ANY,ANY,ANY,40,2594,9
2026-04-20 16:52:19,0000000000000001,0,ANY,ANY,ANY,40,2594,19
2026-04-20 16:57:08,0000000000000001,0,ANY,ANY,ANY,3,247,9
2026-04-20 16:57:18,0000000000000001,0,ANY,ANY,ANY,3,247,19
2026-04-20 16:57:28,0000000000000001,0,ANY,ANY,ANY,4,317,29
2026-04-20 16:57:38,0000000000000001,0,ANY,ANY,ANY,4,317,39
